wolfCount,wolfEnergy,wolfRepro,wolfFatigue,rabbitCount,rabbitEnergy,rabbitRepro,rabbitFatigue,grassCount,grassEnergy,grassRepro,grassFatigue
13644,438.3,1014.1,6.8,619,1173.5,940.7,11.2,207492,3168.0,138.4,10.4
13700,437.4,1014.2,6.8,620,1172.7,940.6,11.4,207835,3171.0,138.4,10.4
13739,437.7,1014.2,6.8,604,1167.9,940.5,11.3,208229,3173.4,138.4,10.4
13787,437.8,1014.2,6.8,579,1167.6,940.5,11.3,208614,3175.8,138.4,10.4
13839,437.0,1014.2,6.8,563,1149.1,940.5,11.3,208995,3178.5,138.4,10.4
13885,436.9,1014.2,6.8,567,1135.6,940.5,11.2,209374,3181.2,138.4,10.4
13929,436.6,1014.2,6.8,559,1167.4,940.6,11.2,209755,3183.7,138.5,10.4
13971,436.9,1014.2,6.8,559,1134.1,940.6,11.1,210093,3186.7,138.5,10.4
14001,437.4,1014.2,6.8,545,1163.9,940.6,11.0,210496,3188.9,138.5,10.4
14043,436.6,1014.2,6.9,553,1179.7,940.7,11.0,210879,3191.3,138.5,10.4
14072,436.9,1014.2,6.9,555,1240.2,940.9,10.8,211211,3194.5,138.5,10.4
14099,437.4,1014.2,6.9,581,1207.0,940.8,10.8,211588,3196.9,138.5,10.4
14143,436.1,1014.2,6.9,598,1180.1,940.9,10.7,211939,3199.9,138.5,10.4
14181,436.5,1014.2,6.9,596,1097.9,941.0,10.5,212303,3202.9,138.5,10.4
14225,436.4,1014.2,6.9,597,1066.8,941.1,10.5,212691,3205.6,138.5,10.4
14278,435.7,1014.2,6.9,598,1049.0,941.0,10.5,213055,3208.6,138.5,10.4
14323,435.7,1014.2,6.9,570,1110.3,941.0,10.4,213393,3211.8,138.5,10.4
14361,435.4,1014.2,6.9,563,1143.8,940.9,10.4,213793,3214.4,138.5,10.4
14400,435.4,1014.2,6.9,554,1114.0,940.8,10.4,214187,3217.1,138.5,10.4
14433,435.5,1014.3,6.9,545,1119.7,940.8,10.4,214547,3220.2,138.5,10.4
14470,435.2,1014.3,6.9,551,1098.1,940.6,10.4,214954,3222.5,138.5,10.4
14489,435.2,1014.3,6.9,527,1165.5,940.6,10.4,215362,3224.9,138.5,10.4
14513,435.4,1014.3,6.9,513,1187.3,940.6,10.4,215769,3227.2,138.5,10.4
14555,434.7,1014.3,6.9,505,1221.3,940.7,10.5,216150,3230.0,138.5,10.4
14593,434.0,1014.3,6.9,512,1224.2,940.6,10.5,216519,3233.0,138.5,10.4
14614,434.7,1014.3,6.9,510,1203.6,940.5,10.4,216927,3235.5,138.6,10.4
14628,435.7,1014.3,6.9,526,1165.0,940.4,10.5,217341,3237.7,138.6,10.4
14653,435.1,1014.3,6.9,533,1160.7,940.2,10.4,217713,3240.8,138.6,10.4
14687,435.4,1014.4,6.9,517,1145.7,940.3,10.4,218064,3244.1,138.6,10.4
14726,435.3,1014.4,6.9,502,1135.2,940.0,10.4,218488,3246.2,138.6,10.4
14761,434.9,1014.4,6.9,487,1184.0,940.0,10.4,218861,3249.2,138.6,10.4
14800,435.4,1014.4,6.9,495,1088.8,939.9,10.4,219245,3252.2,138.6,10.4
14832,434.8,1014.4,6.9,477,1203.9,939.9,10.5,219641,3254.8,138.6,10.4
14859,434.6,1014.4,6.9,490,1227.0,939.8,10.5,220025,3257.6,138.6,10.4
14895,434.5,1014.4,7.0,493,1233.1,939.7,10.5,220412,3260.0,138.6,10.4
14918,435.9,1014.4,7.0,489,1207.6,939.6,10.5,220813,3262.5,138.6,10.4
14959,434.9,1014.4,7.0,505,1299.7,939.5,10.6,221188,3264.8,138.6,10.4
14993,435.2,1014.4,7.0,503,1308.3,939.6,10.6,221597,3266.9,138.6,10.4
15038,434.6,1014.4,7.0,507,1313.8,939.6,10.7,221999,3269.3,138.6,10.4
15076,434.9,1014.4,7.0,504,1246.4,939.8,10.8,222385,3272.2,138.6,10.4
15119,434.5,1014.4,7.0,494,1206.5,939.6,10.9,222732,3275.5,138.6,10.4
15161,434.7,1014.4,7.0,488,1138.6,939.6,11.0,223165,3277.7,138.6,10.4
15200,434.8,1014.4,7.0,475,1144.9,939.7,11.0,223578,3280.3,138.6,10.4
15234,434.4,1014.4,7.0,462,1216.0,939.6,11.0,223955,3283.2,138.6,10.4
15265,434.5,1014.4,7.0,454,1222.7,939.8,11.0,224378,3285.8,138.5,10.4
15300,434.4,1014.4,7.0,445,1232.3,939.6,10.9,224787,3288.5,138.5,10.4
15333,434.6,1014.4,7.0,434,1196.8,939.6,10.9,225185,3291.4,138.5,10.4
15353,434.9,1014.4,7.0,442,1198.6,939.6,10.9,225600,3294.0,138.5,10.4
15378,435.0,1014.4,7.0,454,1174.8,939.4,10.8,226003,3296.9,138.5,10.4
15403,434.9,1014.4,7.0,445,1246.5,939.4,10.7,226395,3299.8,138.5,10.4
15421,435.0,1014.4,7.0,458,1211.1,939.3,10.6,226839,3301.9,138.5,10.4
15456,434.8,1014.5,7.0,440,1294.6,939.4,10.6,227241,3304.4,138.5,10.4
15495,434.7,1014.5,7.0,440,1340.7,939.3,10.5,227631,3307.0,138.5,10.4
15520,434.8,1014.5,7.0,441,1396.9,939.3,10.5,228036,3309.3,138.5,10.4
15559,435.5,1014.5,7.0,429,1357.6,939.2,10.4,228464,3311.4,138.5,10.4
15606,434.8,1014.5,7.0,424,1356.9,939.2,10.3,228847,3314.4,138.5,10.4
15640,435.3,1014.5,7.0,405,1441.9,939.1,10.2,229254,3316.7,138.5,10.4
15688,434.8,1014.5,7.0,389,1473.0,939.2,10.2,229657,3319.2,138.5,10.4
15730,434.9,1014.5,7.0,389,1414.9,938.8,10.1,230075,3321.4,138.5,10.4
15767,435.0,1014.5,7.0,386,1445.7,938.8,10.0,230452,3324.1,138.5,10.4
15809,434.3,1014.5,7.1,389,1471.1,938.5,10.0,230856,3326.6,138.5,10.4
15843,434.1,1014.5,7.1,397,1481.5,938.5,10.0,231246,3329.3,138.5,10.4
15870,434.8,1014.5,7.1,387,1453.6,938.6,10.0,231628,3332.3,138.5,10.4
15912,435.5,1014.5,7.1,358,1480.4,938.5,10.1,232059,3334.7,138.5,10.4
15953,436.0,1014.6,7.1,330,1534.2,938.2,10.3,232478,3337.2,138.5,10.4
15990,435.7,1014.6,7.1,314,1562.1,938.0,10.2,232879,3340.0,138.5,10.4
16023,435.8,1014.6,7.1,316,1525.6,938.0,10.1,233337,3342.0,138.5,10.4
16064,435.1,1014.6,7.1,307,1536.7,937.7,9.9,233797,3343.9,138.5,10.4
16097,435.7,1014.6,7.1,299,1486.4,937.6,9.9,234212,3346.6,138.5,10.4
16120,435.4,1014.6,7.1,280,1541.7,937.5,9.9,234665,3348.8,138.5,10.4
16141,434.9,1014.6,7.1,257,1499.4,937.5,10.1,235164,3350.7,138.5,10.4
16175,434.4,1014.6,7.1,249,1400.6,937.7,10.1,235613,3353.4,138.5,10.4
16185,434.8,1014.6,7.1,238,1359.3,937.8,10.1,236068,3355.9,138.4,10.4
16203,434.4,1014.6,7.1,224,1406.4,938.0,10.2,236557,3358.2,138.4,10.4
16217,434.3,1014.6,7.1,215,1404.2,938.1,10.2,237038,3360.4,138.4,10.4
16222,435.0,1014.6,7.1,206,1304.3,938.4,10.3,237514,3363.0,138.4,10.5
16233,434.8,1014.6,7.1,207,1265.6,938.8,10.2,237992,3365.5,138.4,10.5
16229,434.8,1014.6,7.1,216,1317.3,938.9,10.0,238460,3368.1,138.4,10.5
16229,434.6,1014.6,7.1,234,1463.3,939.0,9.9,238905,3370.8,138.4,10.5
16227,434.6,1014.6,7.1,263,1370.0,939.2,9.8,239385,3373.2,138.4,10.5
16219,435.2,1014.7,7.1,278,1481.5,939.7,9.8,239815,3375.9,138.4,10.5
16223,435.4,1014.7,7.1,314,1372.8,939.9,9.7,240267,3378.4,138.4,10.5
16225,434.8,1014.7,7.1,353,1405.1,940.1,9.7,240733,3380.6,138.4,10.5
16218,434.9,1014.7,7.1,406,1494.8,940.1,9.7,241119,3383.3,138.4,10.5
16228,434.6,1014.7,7.1,453,1406.5,940.1,9.6,241521,3386.2,138.4,10.5
16238,434.8,1014.7,7.1,495,1404.1,940.2,9.7,241943,3388.5,138.4,10.5
16254,435.9,1014.7,7.1,520,1329.0,940.2,9.7,242327,3391.4,138.4,10.5
16265,436.5,1014.7,7.1,538,1416.2,940.3,9.7,242742,3393.7,138.4,10.5
16290,436.4,1014.7,7.1,577,1394.9,940.2,9.8,243170,3395.8,138.4,10.5
16320,437.2,1014.7,7.1,585,1364.1,940.3,9.7,243600,3398.0,138.4,10.5
16347,437.2,1014.7,7.1,613,1411.0,940.3,9.7,244016,3399.8,138.4,10.5
16383,437.6,1014.7,7.1,615,1385.3,940.3,9.7,244409,3402.3,138.4,10.5
16423,437.0,1014.7,7.1,615,1401.8,940.3,9.7,244843,3404.3,138.4,10.5
16463,437.2,1014.7,7.1,596,1436.6,940.3,9.7,245286,3406.2,138.4,10.5
16512,436.9,1014.7,7.1,598,1444.7,940.4,9.7,245663,3408.9,138.4,10.5
16545,437.5,1014.7,7.1,596,1451.9,940.6,9.8,246100,3410.9,138.4,10.5
16590,436.3,1014.7,7.1,632,1419.1,940.5,9.7,246543,3412.6,138.4,10.5
16614,437.6,1014.7,7.1,628,1422.1,940.5,9.8,246929,3415.0,138.4,10.5
16656,437.3,1014.7,7.1,644,1460.0,940.5,9.8,247372,3416.7,138.4,10.5
16687,438.5,1014.7,7.1,658,1363.9,940.5,9.9,247804,3418.6,138.4,10.5
16735,438.7,1014.7,7.1,650,1386.5,940.6,9.9,248236,3420.4,138.4,10.5
16772,439.4,1014.7,7.1,656,1310.6,940.8,9.9,248688,3422.2,138.4,10.5
16818,438.6,1014.7,7.1,666,1385.7,940.7,10.0,249130,3423.9,138.4,10.5
16856,438.9,1014.7,7.1,661,1404.4,940.7,10.0,249503,3426.6,138.4,10.5
16894,439.4,1014.7,7.1,664,1446.5,940.7,10.0,249917,3428.6,138.4,10.5
16932,439.6,1014.7,7.1,663,1459.0,940.6,10.1,250352,3430.7,138.3,10.6
16982,439.4,1014.7,7.1,684,1436.5,940.6,10.0,250739,3433.3,138.3,10.6
17020,440.2,1014.7,7.1,704,1405.5,940.5,10.1,251104,3436.2,138.3,10.6
17048,441.9,1014.7,7.1,732,1288.3,940.5,10.1,251521,3438.4,138.3,10.6
17096,441.7,1014.7,7.1,766,1288.2,940.6,10.1,251891,3441.1,138.3,10.6
17141,442.2,1014.7,7.1,797,1335.2,940.5,10.2,252264,3443.3,138.3,10.6
17189,441.9,1014.7,7.1,829,1362.7,940.5,10.2,252617,3445.8,138.3,10.6
17235,442.6,1014.8,7.1,849,1401.2,940.4,10.2,252962,3448.3,138.3,10.6
17285,442.5,1014.8,7.1,894,1376.3,940.3,10.1,253320,3450.7,138.3,10.6
17333,443.4,1014.8,7.1,934,1350.7,940.3,10.1,253691,3452.9,138.2,10.6
17400,443.7,1014.8,7.1,966,1292.9,940.2,10.1,253990,3456.3,138.2,10.6
17471,445.0,1014.8,7.1,959,1262.3,940.3,10.1,254354,3458.7,138.2,10.6
17539,444.6,1014.8,7.1,950,1384.1,940.2,10.1,254736,3460.6,138.2,10.6
17607,444.6,1014.8,7.1,976,1378.0,940.0,10.1,255070,3463.4,138.2,10.6
17679,444.8,1014.8,7.1,1005,1318.3,939.8,10.1,255426,3466.2,138.2,10.6
17747,444.8,1014.8,7.1,992,1348.2,939.6,10.1,255791,3468.8,138.2,10.6
17829,444.1,1014.8,7.1,1000,1346.4,939.5,10.1,256108,3471.8,138.1,10.6
17901,445.3,1014.8,7.1,1010,1310.6,939.3,10.2,256462,3474.4,138.1,10.6
17995,443.8,1014.8,7.1,1050,1311.0,939.3,10.2,256821,3476.8,138.1,10.6
18072,444.1,1014.8,7.1,1054,1290.0,939.3,10.2,257097,3480.3,138.1,10.6
18155,444.4,1014.8,7.1,1050,1275.9,939.3,10.2,257432,3483.3,138.1,10.6
18241,444.0,1014.8,7.1,1041,1276.5,939.3,10.2,257810,3485.8,138.1,10.6
18322,443.9,1014.8,7.2,1037,1278.1,939.3,10.2,258157,3488.8,138.1,10.6
18409,443.5,1014.8,7.2,1014,1275.7,939.5,10.2,258509,3491.8,138.0,10.6
18496,442.6,1014.8,7.2,1009,1266.3,939.7,10.2,258906,3494.3,138.0,10.6
18574,442.5,1014.8,7.2,989,1281.6,940.0,10.2,259245,3497.4,138.0,10.6
18647,442.9,1014.8,7.2,975,1234.3,940.1,10.3,259588,3500.6,138.0,10.6
18734,442.1,1014.8,7.2,959,1279.4,940.2,10.2,259986,3502.9,138.0,10.6
18805,442.2,1014.8,7.2,952,1266.9,940.1,10.3,260311,3506.3,138.0,10.6
18888,441.0,1014.8,7.2,953,1289.9,940.3,10.3,260665,3509.2,138.0,10.7
18961,440.4,1014.8,7.2,943,1295.4,940.3,10.3,261059,3511.9,138.0,10.7
19032,440.3,1014.8,7.2,919,1299.9,940.5,10.3,261436,3514.5,138.0,10.7
19102,439.7,1014.8,7.2,903,1307.8,940.5,10.3,261840,3517.3,138.0,10.7
19176,439.2,1014.8,7.2,885,1264.3,940.6,10.3,262248,3520.0,137.9,10.7
19218,439.4,1014.8,7.2,862,1301.1,940.7,10.3,262638,3522.9,137.9,10.7
19273,438.7,1014.8,7.2,845,1332.5,940.7,10.3,263060,3525.3,137.9,10.7
19341,437.8,1014.8,7.2,836,1342.9,940.7,10.2,263472,3528.0,137.9,10.7
19398,439.1,1014.8,7.2,790,1336.4,940.8,10.2,263898,3530.3,137.9,10.7
19461,438.2,1014.8,7.3,778,1335.9,940.7,10.2,264291,3533.0,137.9,10.7
19519,437.4,1014.8,7.3,775,1283.0,940.5,10.2,264711,3535.8,137.9,10.7
19565,437.2,1014.8,7.3,749,1358.0,940.4,10.2,265144,3538.1,137.9,10.7
19648,435.8,1014.8,7.3,747,1354.1,940.3,10.1,265508,3541.4,137.9,10.7
19702,435.6,1014.8,7.3,711,1379.8,940.3,10.2,265940,3543.9,137.9,10.7
19753,435.1,1014.8,7.3,695,1372.6,940.1,10.2,266398,3546.1,137.9,10.7
19809,434.2,1014.8,7.3,685,1415.7,940.1,10.2,266793,3548.8,137.9,10.7
19856,434.1,1014.8,7.3,679,1362.9,940.0,10.2,267200,3551.6,137.9,10.7
19889,434.0,1014.8,7.3,665,1354.7,939.8,10.2,267656,3553.7,137.9,10.7
19942,433.3,1014.8,7.3,674,1355.0,939.8,10.2,268058,3556.4,137.9,10.7
19998,432.8,1014.8,7.3,648,1416.4,939.7,10.2,268458,3559.1,137.9,10.7
20042,432.8,1014.8,7.3,620,1489.4,939.6,10.1,268904,3561.0,137.9,10.7
20072,433.0,1014.8,7.3,601,1498.8,939.5,10.1,269337,3563.3,137.9,10.7
20127,432.4,1014.8,7.3,603,1442.8,939.3,10.2,269772,3565.7,137.9,10.7
20159,432.5,1014.8,7.3,581,1494.3,939.1,10.2,270233,3567.6,137.9,10.7
20182,432.2,1014.8,7.3,562,1544.3,939.0,10.3,270682,3569.8,137.9,10.7
20209,431.5,1014.8,7.3,581,1468.0,938.9,10.3,271137,3572.0,137.9,10.7
20236,431.2,1014.8,7.3,592,1459.8,938.7,10.3,271601,3574.1,137.9,10.7
20266,431.1,1014.8,7.2,604,1361.1,938.6,10.3,272023,3576.8,137.9,10.7
20290,431.0,1014.8,7.2,605,1413.4,938.3,10.2,272487,3578.8,137.9,10.7
20314,430.4,1014.8,7.2,604,1412.3,938.1,10.2,272941,3581.1,137.9,10.7
20330,430.6,1014.9,7.2,600,1401.7,937.9,10.3,273376,3583.6,137.9,10.7
20372,430.4,1014.9,7.2,587,1409.4,937.7,10.3,273842,3585.6,137.9,10.7
20412,430.0,1014.9,7.2,571,1453.5,937.7,10.4,274313,3587.6,137.9,10.7
20445,430.0,1014.9,7.2,544,1511.5,937.6,10.3,274753,3589.9,137.9,10.7
20476,430.2,1014.9,7.2,523,1466.9,937.7,10.4,275212,3592.3,137.9,10.7
20518,429.6,1014.9,7.2,512,1536.8,937.9,10.3,275699,3594.1,137.9,10.7
20559,430.2,1014.9,7.2,504,1454.1,937.8,10.4,276185,3596.0,137.9,10.7
20581,430.0,1014.9,7.2,490,1419.0,938.0,10.6,276646,3598.4,137.9,10.7
20623,429.4,1014.9,7.2,481,1447.5,937.9,10.6,277152,3600.0,137.9,10.8
20662,429.1,1014.9,7.3,480,1446.0,937.6,10.6,277656,3601.6,137.9,10.8
20681,429.1,1014.9,7.3,468,1490.8,937.8,10.6,278126,3603.7,138.0,10.8
20709,428.3,1014.9,7.3,474,1594.2,937.7,10.7,278601,3605.6,138.0,10.8
20727,428.2,1014.9,7.3,485,1594.1,937.6,10.7,279093,3607.4,138.0,10.8
20746,428.3,1014.9,7.3,483,1716.2,937.6,10.7,279569,3609.1,138.0,10.8
20770,427.9,1014.9,7.3,504,1646.3,937.4,10.6,280049,3611.0,138.0,10.8
20797,428.6,1014.9,7.3,509,1668.7,937.5,10.6,280541,3612.3,138.0,10.8
20838,427.9,1014.9,7.3,517,1638.3,936.9,10.5,281010,3614.3,138.0,10.8
20886,428.0,1015.0,7.3,522,1650.1,936.8,10.4,281461,3616.2,138.0,10.8
20907,428.0,1015.0,7.3,511,1667.9,936.6,10.4,281955,3617.6,138.0,10.8
20945,427.5,1015.0,7.3,499,1901.9,936.4,10.3,282411,3619.0,138.0,10.8
20978,427.8,1015.0,7.3,487,2012.1,936.4,10.1,282942,3619.5,138.0,10.8
20996,428.1,1015.0,7.3,477,2158.9,936.2,10.1,283466,3620.2,138.0,10.8
21034,427.5,1015.0,7.3,486,2146.9,936.2,10.1,283968,3621.5,138.0,10.8
21056,429.3,1015.1,7.3,463,2113.4,936.2,10.0,284460,3622.8,138.0,10.8
21066,429.8,1015.1,7.3,461,2138.5,936.0,9.9,284975,3623.8,138.0,10.8
21104,429.1,1015.1,7.3,468,2170.8,936.1,9.8,285485,3624.8,138.1,10.8
21135,429.7,1015.1,7.3,437,2132.0,936.3,9.7,285996,3626.2,138.1,10.8
21167,430.0,1015.2,7.3,444,2105.9,936.0,9.7,286502,3627.2,138.1,10.8
21203,429.7,1015.2,7.3,443,2162.1,935.8,9.6,286970,3628.6,138.1,10.8
21235,430.1,1015.2,7.3,425,2167.1,935.8,9.5,287519,3629.2,138.1,10.8
21271,430.8,1015.2,7.3,422,2025.3,935.4,9.4,288020,3630.5,138.1,10.8
21311,431.3,1015.2,7.3,413,2015.6,935.4,9.4,288531,3631.5,138.1,10.8
21327,432.2,1015.3,7.3,405,1936.7,935.5,9.2,289054,3632.8,138.1,10.8
21354,432.0,1015.3,7.3,396,1921.4,935.3,9.0,289591,3633.9,138.1,10.8
21381,431.8,1015.3,7.3,411,1998.9,935.5,9.0,290159,3634.1,138.1,10.8
21405,432.0,1015.3,7.3,415,2056.9,935.6,8.9,290697,3635.1,138.2,10.8
21427,432.2,1015.3,7.3,415,2070.9,936.0,9.0,291211,3636.6,138.2,10.8
21451,431.7,1015.3,7.3,438,2018.0,936.5,9.0,291766,3637.4,138.2,10.8
21468,433.0,1015.4,7.3,462,1782.7,936.6,9.1,292282,3639.0,138.2,10.8
21490,432.9,1015.4,7.3,458,1868.5,937.1,9.2,292792,3640.3,138.2,10.8
21520,431.9,1015.4,7.3,497,1770.2,937.2,9.2,293320,3641.7,138.2,10.8
21530,433.0,1015.4,7.3,491,1760.8,937.5,9.3,293844,3643.4,138.2,10.8
21559,432.7,1015.4,7.3,493,1904.9,937.6,9.4,294364,3644.8,138.3,10.8
21583,433.2,1015.4,7.3,488,1924.1,937.4,9.3,294898,3646.0,138.3,10.8
21603,434.1,1015.4,7.3,481,1989.3,937.9,9.5,295439,3647.3,138.3,10.8
21628,434.6,1015.5,7.3,476,2065.0,938.1,9.6,295970,3648.5,138.3,10.8
21663,436.1,1015.5,7.3,483,1852.6,937.8,9.7,296500,3649.9,138.3,10.8
21685,436.7,1015.5,7.3,482,1622.8,938.4,9.8,297048,3651.6,138.3,10.8
21709,437.8,1015.5,7.3,480,1568.1,938.9,9.9,297519,3653.8,138.3,10.8
21747,437.5,1015.5,7.3,490,1615.3,939.3,10.1,298046,3655.4,138.3,10.8
21775,438.1,1015.5,7.3,483,1627.0,939.2,10.1,298550,3657.3,138.3,10.8
21803,438.6,1015.6,7.3,465,1551.6,939.7,10.3,299049,3659.4,138.3,10.8
21838,438.4,1015.6,7.3,474,1630.7,939.9,10.5,299557,3661.2,138.3,10.8
21869,438.9,1015.6,7.3,471,1540.0,940.0,10.6,300085,3663.1,138.3,10.8
21897,440.0,1015.6,7.3,475,1509.6,940.3,10.6,300576,3665.3,138.4,10.8
21925,440.5,1015.6,7.3,473,1432.5,941.0,10.7,301117,3667.0,138.4,10.8
21962,440.2,1015.6,7.3,479,1420.4,941.4,10.7,301651,3669.1,138.4,10.9
21993,440.6,1015.6,7.3,466,1492.4,941.9,10.8,302137,3671.5,138.4,10.9
22018,441.3,1015.6,7.3,465,1376.6,942.3,10.9,302688,3673.6,138.4,10.9
22047,441.2,1015.6,7.3,466,1348.8,942.5,11.0,303226,3675.8,138.4,10.9
22066,441.3,1015.6,7.3,469,1346.9,942.6,11.1,303690,3678.8,138.4,10.9
22101,440.9,1015.6,7.3,474,1382.8,942.5,11.1,304209,3681.3,138.4,10.9
22124,441.3,1015.6,7.3,467,1428.6,942.3,11.1,304747,3683.4,138.4,10.9
22153,441.3,1015.6,7.3,478,1486.4,942.0,11.1,305246,3685.9,138.4,10.9
22191,441.5,1015.6,7.3,511,1413.5,941.7,11.1,305735,3688.4,138.4,10.9
22205,442.2,1015.6,7.3,518,1428.0,941.4,11.0,306256,3690.5,138.4,10.9
22239,442.4,1015.6,7.3,513,1395.8,941.2,11.0,306757,3693.0,138.4,10.9
22277,442.3,1015.6,7.3,513,1403.0,940.7,10.9,307280,3695.1,138.4,10.9
22318,442.0,1015.6,7.3,508,1396.2,940.5,10.9,307804,3697.4,138.4,10.9
22349,442.1,1015.6,7.3,493,1502.2,940.5,10.9,308287,3700.1,138.5,10.9
22374,443.1,1015.6,7.4,475,1489.6,940.7,11.0,308824,3702.4,138.5,10.9
22413,443.7,1015.6,7.4,474,1347.1,941.0,11.0,309383,3704.4,138.5,10.9
22437,443.7,1015.6,7.4,449,1431.0,941.5,11.0,309861,3707.7,138.5,10.9
22465,443.5,1015.6,7.4,442,1310.7,941.7,11.0,310397,3710.3,138.5,10.9
22498,442.9,1015.6,7.4,432,1292.4,941.8,11.0,310921,3713.2,138.5,10.9
22521,443.0,1015.6,7.4,421,1296.6,942.0,11.0,311432,3716.3,138.5,10.9
22546,442.9,1015.6,7.4,435,1238.4,942.2,11.0,311944,3719.3,138.5,10.9
22563,442.8,1015.6,7.4,423,1278.6,942.2,11.0,312491,3721.9,138.5,10.9
22588,442.8,1015.6,7.4,440,1263.6,942.2,11.0,312949,3725.3,138.5,10.9
22613,442.8,1015.6,7.4,440,1291.6,942.2,11.0,313496,3727.7,138.6,10.9
22638,443.5,1015.6,7.4,419,1338.9,942.1,11.0,314033,3730.1,138.6,10.9
22665,443.9,1015.6,7.4,422,1277.5,942.1,11.1,314550,3732.9,138.6,10.9
22699,443.9,1015.6,7.4,411,1320.8,942.1,11.2,315080,3735.5,138.6,10.9
22719,444.7,1015.6,7.4,385,1296.2,942.2,11.3,315630,3738.1,138.6,10.9
22748,443.9,1015.6,7.4,384,1415.2,942.4,11.3,316124,3741.3,138.6,10.9
22782,444.0,1015.6,7.4,369,1442.3,942.4,11.4,316689,3743.6,138.6,10.9
22802,444.0,1015.6,7.4,360,1456.1,942.2,11.4,317232,3746.4,138.6,10.9
22827,443.8,1015.6,7.4,358,1540.3,942.2,11.3,317740,3749.4,138.7,10.9
22852,443.7,1015.6,7.4,373,1527.6,942.2,11.4,318297,3751.7,138.7,10.9
22884,443.2,1015.6,7.4,401,1493.8,942.1,11.4,318821,3754.5,138.7,10.9
22910,443.2,1015.5,7.4,401,1534.0,942.0,11.4,319329,3757.3,138.7,10.9
22936,443.2,1015.5,7.4,411,1524.4,942.0,11.3,319872,3759.7,138.7,10.9
22959,443.4,1015.5,7.4,416,1452.7,942.0,11.3,320404,3762.3,138.7,10.9
22999,443.0,1015.5,7.4,411,1464.1,942.0,11.3,320943,3764.8,138.7,10.9
23032,442.9,1015.5,7.4,418,1485.8,942.0,11.3,321455,3767.5,138.7,10.9
23064,442.9,1015.5,7.4,418,1475.5,941.9,11.3,321994,3770.0,138.7,10.9
23106,442.9,1015.5,7.5,410,1538.7,941.9,11.3,322512,3772.5,138.7,10.9
23140,443.2,1015.5,7.5,414,1573.0,941.8,11.4,323064,3774.5,138.8,10.9
23175,442.9,1015.5,7.5,417,1608.9,941.7,11.2,323553,3777.4,138.8,10.9
23190,443.1,1015.5,7.5,434,1487.2,941.6,11.1,324079,3780.2,138.8,10.9
23228,443.7,1015.5,7.5,421,1445.6,941.5,11.0,324637,3782.2,138.8,10.9
23260,443.1,1015.5,7.5,451,1441.3,941.5,10.9,325137,3784.9,138.8,10.9
23297,443.4,1015.5,7.5,436,1551.5,941.5,10.8,325646,3787.3,138.8,10.9
23329,443.3,1015.5,7.5,430,1519.6,941.4,10.8,326224,3789.3,138.8,10.9
23366,442.8,1015.5,7.5,445,1629.7,941.4,10.9,326729,3791.8,138.8,10.9
23384,443.3,1015.5,7.5,446,1664.6,941.3,10.9,327228,3794.4,138.8,10.9
23419,443.4,1015.4,7.5,453,1673.5,941.1,10.8,327769,3796.4,138.8,10.9
23459,443.1,1015.4,7.5,454,1667.5,941.2,10.9,328309,3798.7,138.9,10.9
23488,443.3,1015.4,7.5,444,1614.2,941.3,10.8,328866,3800.9,138.9,10.9
23519,443.2,1015.4,7.5,444,1676.5,941.2,10.6,329386,3803.5,138.9,10.9
23557,443.9,1015.4,7.5,415,1821.7,941.0,10.4,329966,3805.1,138.9,10.9
23592,443.6,1015.4,7.5,409,1866.0,940.6,10.1,330536,3807.0,138.9,10.9
23619,443.4,1015.5,7.5,415,1876.6,940.4,9.8,331039,3809.5,138.9,10.9
23648,443.3,1015.5,7.5,430,1751.0,940.2,9.7,331633,3811.1,138.9,10.9
23677,443.7,1015.5,7.5,412,1838.3,940.1,9.6,332199,3812.9,138.9,10.9
23698,443.9,1015.5,7.5,419,1801.5,939.9,9.4,332673,3815.9,138.9,10.9
23725,444.0,1015.5,7.5,439,1772.7,940.0,9.5,333235,3817.7,138.9,10.9
23744,444.5,1015.5,7.5,461,1715.8,940.0,9.4,333749,3819.8,139.0,10.9
23786,444.1,1015.5,7.5,470,1813.6,940.0,9.4,334248,3822.3,139.0,10.9
23825,444.7,1015.5,7.5,458,1794.5,939.9,9.4,334795,3824.1,139.0,10.9
23864,444.7,1015.5,7.5,454,1749.9,939.8,9.3,335341,3826.3,139.0,10.9
23916,444.6,1015.5,7.5,453,1865.6,939.9,9.2,335854,3828.5,139.0,10.9
23955,444.9,1015.5,7.5,431,2078.3,939.7,9.3,336445,3829.7,139.0,10.9
23999,444.6,1015.5,7.5,424,2084.5,939.8,9.3,336987,3831.6,139.0,10.9
24033,445.5,1015.5,7.5,413,2016.4,939.9,9.2,337490,3833.9,139.0,10.9
24077,445.5,1015.5,7.5,404,1964.6,940.0,9.3,338091,3835.3,139.1,10.9
24128,445.6,1015.6,7.5,394,2041.9,940.2,9.3,338670,3836.9,139.1,10.9
24176,445.8,1015.6,7.5,377,2177.8,940.4,9.5,339139,3839.6,139.1,10.9
24224,446.8,1015.6,7.5,348,2170.6,940.5,9.7,339763,3840.8,139.1,10.9
24269,446.8,1015.6,7.5,327,2244.5,940.1,9.7,340321,3842.9,139.1,10.9
24308,447.5,1015.6,7.5,314,2228.2,940.3,9.9,340875,3844.9,139.1,10.9
